age,sexe,revenu_mensuel,nbr_visites_30j,temps_depuis_derniere_commande,type_client,commande_30j
29,M,1100.9501464641207,4,31.855156187419603,fidèle,0
68,F,1775.7415202404563,7,6.243716418389917,occasionnel,1
40,F,1970.994093399985,4,92.36622146047533,fidèle,0
32,M,4905.756079288155,2,19.93537091856918,premium,1
45,M,4733.699462795537,3,44.262827713165976,premium,1
51,F,1362.281594339493,8,7.780394034559913,premium,0
19,F,769.0566154417237,5,10.3895753478836,occasionnel,0
49,M,10758.77165896638,6,217.02937072479705,fidèle,1
40,F,3435.6427782217024,2,62.942255037262655,premium,1
39,M,668.6607015474382,3,147.12431058073693,fidèle,0
68,M,1558.0524415232153,3,15.784448945292485,occasionnel,0
42,M,5045.365335468298,7,8.091008552522135,premium,1
39,M,9117.034919572598,5,31.468635713381545,occasionnel,1
39,F,8155.202270184952,2,30.714308931278207,occasionnel,1
66,F,3332.929328598989,2,8.653817832320133,occasionnel,1
69,M,2506.5423390953865,7,59.459819259893266,fidèle,0
59,M,1005.7392797629051,8,20.20807639413055,occasionnel,0
23,M,,4,9.28096651423788,occasionnel,0
32,M,1136.1047812658965,4,18.154901127884706,fidèle,1
71,M,1790.064407271857,4,37.31987442861826,fidèle,0
60,F,4558.076466979917,3,58.33563218512291,fidèle,1
54,F,2072.626847830315,4,29.59062364028061,occasionnel,0
50,F,1963.423571150308,6,33.55622416279575,fidèle,1
25,F,2404.033983479426,5,6.731909296067291,occasionnel,0
70,M,11784.064719997592,5,110.76634968789467,occasionnel,0
61,M,905.7535427536113,3,118.85392763742945,occasionnel,0
61,M,3083.779575852297,6,51.759005511824704,fidèle,1
22,M,7685.982778640012,4,0.8004912180821901,occasionnel,1
56,M,2398.536749150848,2,34.65848390723935,occasionnel,0
21,F,5696.8207880965165,5,44.64646253491266,occasionnel,0
23,M,716.6897507665641,7,235.41517654784784,occasionnel,0
62,F,2127.1703678005633,8,249.22536270653563,premium,0
49,F,1248.7266757340544,0,87.71373822938126,premium,0
69,F,2378.9918446662223,5,2.9681664628324698,occasionnel,0
47,F,2417.986420219759,4,137.85775610752643,occasionnel,0
64,M,2614.0522678454968,6,42.68050373132851,occasionnel,0
52,F,4529.178463302525,4,72.62467305775199,fidèle,0
72,F,185.0291151438109,7,23.52987644128016,occasionnel,1
57,F,1499.5625029453045,2,17.33294372367307,occasionnel,0
69,M,2931.875393252548,3,27.999537072301592,fidèle,0
33,M,342.42526441885866,3,7.148188337847513,occasionnel,0
30,M,3902.3288840682017,5,19.87710388570698,occasionnel,0
67,F,1475.3907718748937,6,87.71571806342521,occasionnel,1
59,F,2159.422607271707,9,1.7410212025947378,occasionnel,0
47,M,4670.590475971354,6,7.359860685166726,fidèle,0
36,F,5870.6054611001055,7,6.014886989500165,premium,1
34,M,3985.8085528384377,2,23.218411985205833,occasionnel,1
73,M,880.6775173119684,2,261.21537564909795,occasionnel,0
36,F,3848.076950606329,8,8.567256744983224,premium,0
45,F,4030.4221391960227,8,7.074831235146763,premium,1
72,F,3494.1872005280698,8,110.9591946875685,occasionnel,0
43,F,6511.675769282582,7,96.1874485228231,fidèle,0
54,M,2665.868367060361,6,1.474719239396411,occasionnel,0
43,M,6346.789198853015,2,62.69137158150878,fidèle,1
70,M,6321.275631208606,7,47.95027349326118,premium,0
40,M,4109.646495257942,6,65.695559940332,fidèle,1
26,M,3119.4171594853947,5,30.69954435183,occasionnel,0
29,F,3508.499855146257,6,213.91107890244606,occasionnel,0
70,M,7448.286792705558,4,2.0176810408829855,fidèle,1
18,M,5202.082628500857,4,12.017624700796361,fidèle,1
18,M,986.2088555773275,4,22.72884488106,fidèle,0
64,F,3352.4669116019563,5,26.88450028334656,occasionnel,0
51,F,1191.5979416791868,4,114.43360237184136,fidèle,0
49,F,1437.9129741136915,7,36.94457117143908,fidèle,0
71,F,1848.9635274364405,2,2.077207691937262,occasionnel,0
65,M,646.4432761131874,4,23.58077355835917,occasionnel,0
42,M,1121.9591142581053,1,24.241247826588975,occasionnel,1
57,F,6747.103157502319,6,151.49400009547892,fidèle,0
62,F,,1,41.142846208790424,fidèle,0
70,M,,6,45.43394736544475,fidèle,1
18,M,2847.7481888764914,6,56.211979233955,occasionnel,0
33,F,3731.6971974537364,0,66.14311150884716,premium,0
56,F,3844.035177374399,6,45.359903409845266,fidèle,1
22,F,1076.5105528865429,1,12.18383999315865,occasionnel,0
39,F,,4,93.23270270880082,occasionnel,0
46,M,792.2129073777832,6,59.27469366917237,occasionnel,1
72,M,1378.8955595244618,7,60.94322209215002,premium,0
20,M,3804.9516664790226,6,255.21013618614634,occasionnel,0
29,F,1011.3864997695576,3,72.99679758324935,occasionnel,0
43,F,300.0179012888306,7,79.51398809600045,occasionnel,0
33,M,3240.0615002586273,6,136.09103609227316,fidèle,0
68,M,529.1910194049701,5,7.3734271962337745,occasionnel,0
54,M,4059.251675045025,7,30.987550438076,occasionnel,1
39,M,1959.5213232436668,4,39.09831912090688,occasionnel,0
74,F,3206.5877129839987,7,17.97287171839367,occasionnel,1
46,M,3163.570573914977,1,82.29866845262276,occasionnel,0
31,M,4270.53159868082,2,64.67621749145127,fidèle,1
45,M,3883.4865148125546,2,57.42560237260625,fidèle,1
22,M,1002.8008167123231,6,263.710787757224,fidèle,0
64,M,2056.5020819972724,8,13.51212570637183,fidèle,1
66,M,3203.849670358213,6,59.838858961568924,occasionnel,0
47,M,6422.434288877098,0,36.073513449688,fidèle,0
63,F,3908.4779652299726,10,16.89323583949884,occasionnel,0
69,F,6057.498172058095,2,7.877352912350474,occasionnel,0
22,F,3326.3524220239196,5,101.80116233519158,premium,1
29,F,5263.673343869204,8,40.72470720429669,fidèle,0
33,M,3014.528237035387,5,78.4166087648377,fidèle,0
43,F,5119.030532252905,4,35.46973593953931,premium,1
43,F,1879.3677388461558,3,11.179438917898334,premium,1
65,M,6914.114093978362,7,18.53137817944694,fidèle,0
38,M,3598.2895437484835,7,21.623440059479947,fidèle,0
56,F,651.3766458874283,3,162.42781370073732,fidèle,0
53,F,3281.6712715478093,3,0.2542142310944914,occasionnel,0
50,M,3917.4529851817356,2,191.0305146464074,occasionnel,0
47,F,4635.912801338101,2,177.09188922015778,fidèle,0
54,M,,7,250.19493679210723,occasionnel,0
40,M,1642.9488254177584,4,29.13240167849572,occasionnel,0
27,M,8551.712439196033,1,149.3524786697311,occasionnel,0
71,M,2507.1634689272014,3,22.658296271744888,occasionnel,0
22,F,1320.2126068811015,10,1.1990844685121802,premium,0
53,M,1673.0514754658384,3,11.432261881471684,fidèle,0
51,M,3756.1060737713033,6,130.76203156196948,fidèle,0
69,F,1153.9761492690577,4,0.6237137303316916,premium,1
48,M,1905.5472992356022,5,35.534032355415626,premium,1
27,F,3223.258467248013,3,3.5375453740029816,fidèle,0
36,F,6878.8699538355,7,15.184255631554356,premium,1
49,F,4545.1551781376775,5,4.149769683685427,occasionnel,0
18,M,2585.2161024462594,2,88.32381839773004,occasionnel,0
73,F,,6,40.23958599493898,occasionnel,0
22,F,2997.0408302029573,3,104.57436490812483,fidèle,0
62,M,867.8661910943083,2,52.46481520050579,fidèle,0
21,F,7673.114006631148,7,159.36590158032712,fidèle,0
33,F,6950.831584799236,6,32.089510569641945,fidèle,0
41,F,2359.5178751604362,3,45.81341681764053,occasionnel,1
33,F,1723.398387637506,5,38.64376970639876,occasionnel,0
72,F,887.52444422326,7,29.796900711233114,fidèle,0
19,M,3910.1508741325256,4,84.17424827178638,occasionnel,0
66,F,3927.9687702456513,4,46.54353318116083,fidèle,0
45,F,1243.519666651496,3,72.72093855701391,fidèle,0
49,M,3022.9969513197643,6,69.45666075073298,fidèle,1
44,M,4448.828474975378,4,9.540548383242388,occasionnel,0
37,M,1627.3610604369817,5,47.26302612534074,fidèle,0
41,F,2138.51731718494,7,10.021665242337628,fidèle,0
29,M,2122.1685606247684,4,39.39470485266914,premium,1
67,F,1315.0395961895822,3,50.91523354817225,fidèle,0
52,F,2173.0651408901585,1,265.08332407370216,fidèle,1
50,M,540.4009806057088,5,1.3958146799472475,occasionnel,0
50,M,2036.0005769521067,8,4.30545962501644,fidèle,0
68,F,2060.896620114307,5,3.606973576951537,premium,0
60,M,2382.29141003625,5,22.86441707092304,occasionnel,0
54,F,3548.1091216303384,3,77.56478201951707,occasionnel,0
29,M,818.8997935300697,3,83.62172000508737,occasionnel,0
20,M,976.3254809965966,6,60.09856501520043,fidèle,0
18,M,,5,102.23301918366793,occasionnel,1
50,F,736.3409794587411,7,17.54447176421966,occasionnel,0
57,M,3838.365697376794,6,4.152819120834325,premium,0
27,F,1568.4616698081193,8,2.6960610463921,fidèle,0
60,F,2439.6111818153513,8,86.01480727774384,occasionnel,1
61,F,1190.659153464134,8,58.99277393910465,occasionnel,0
46,F,,9,53.971549970793745,occasionnel,0
30,M,3129.599478584351,5,18.676132561063405,occasionnel,1
29,F,,3,21.504730097286323,occasionnel,0
48,F,1016.160730869291,4,142.77565753281215,fidèle,0
63,M,2347.144884195032,5,2.9669047887117883,fidèle,0
19,F,1208.9064873603531,6,66.87152905243072,fidèle,0
68,M,2280.632406312589,7,16.673958343186275,occasionnel,0
67,F,1460.1668064762616,4,1.7926967971646235,fidèle,0
52,M,7992.699264375252,6,61.065354180592095,fidèle,0
40,F,4431.242701961763,13,18.082778266407207,occasionnel,0
34,M,,3,57.629922709140075,occasionnel,0
43,F,1997.8991961563718,7,55.341835073128415,fidèle,0
25,F,4519.766034760401,7,34.43668406977906,fidèle,1
46,M,2399.8861379498258,2,67.60161603387489,occasionnel,0
43,M,7464.931264749246,5,39.14891230705835,fidèle,1
27,M,4832.166127590263,2,15.19940994458434,fidèle,1
43,M,1855.3072998111518,4,59.61116370693241,premium,1
51,F,6912.11273486395,3,40.02760381406164,occasionnel,1
68,F,2006.0656227261104,3,0.5764035316846321,fidèle,0
58,M,8297.309143858929,1,104.36235915678796,occasionnel,0
24,F,7155.510099617342,7,35.499303324596184,fidèle,0
21,M,,4,91.33725124381174,fidèle,1
70,M,563.0117098542246,9,96.45005837109778,occasionnel,0
67,F,2943.7182598856243,4,26.49271900884818,fidèle,0
62,F,920.2624311401332,6,31.886358166852766,occasionnel,0
28,F,1497.944791568147,3,24.184521698384554,fidèle,0
46,F,1594.576819996801,8,26.856606592684997,occasionnel,0
73,F,912.7631951731825,6,101.48388416461985,fidèle,0
53,F,2951.857505856735,5,69.83318458421523,occasionnel,0
42,F,1351.5366527826977,3,6.087444506627553,fidèle,0
38,M,2079.6346089518966,11,42.40791156886967,fidèle,0
74,M,1605.951473050177,7,247.4275151104724,fidèle,0
53,M,3558.9667774359186,6,40.73530019906017,occasionnel,0
27,M,3377.6803813742545,6,69.35308035347532,fidèle,0
54,M,1950.0494830092332,6,65.95216750842171,occasionnel,0
26,F,3685.2670448390245,6,19.407219155556778,fidèle,0
41,M,5714.987055088666,5,20.923882985405612,fidèle,0
52,M,245.14081432461714,8,57.94341039680359,fidèle,1
66,M,1530.183149946207,6,31.19014099404089,fidèle,1
52,M,1089.6397004035532,8,38.038418207138825,occasionnel,0
65,M,1417.0006934677049,13,56.15751872332827,fidèle,0
53,M,188.00042980414946,4,67.64244454872502,occasionnel,0
35,M,231.53465687825016,1,14.255568431462335,premium,0
66,F,1651.7713598541566,4,7.143929014905994,premium,1
56,F,1613.1222719294842,2,15.525953115458787,fidèle,0
49,M,6267.401963421085,7,31.8752387479695,premium,1
41,F,2783.641357970432,4,18.84443123931232,occasionnel,0
40,F,3619.0769438206967,5,37.80763933745708,premium,1
49,F,20415.34902677308,8,2.4726643066493508,occasionnel,0
54,F,7547.920588772246,6,32.07782940775933,fidèle,1
29,M,2412.897541345838,5,20.647890166174157,fidèle,1
66,F,,2,34.42506632666243,occasionnel,1
72,F,1550.9156302989995,6,24.709706803385693,occasionnel,0
30,F,3193.918511936391,5,15.047576803463814,occasionnel,0
40,M,,6,105.50392806945764,premium,1
42,M,888.054658828357,3,9.192548229443004,occasionnel,0
52,M,1600.017817512019,6,51.46698772430225,fidèle,1
58,M,3260.3689376463994,6,116.34935332216865,fidèle,0
47,M,4076.3029147931197,4,34.81387062950551,occasionnel,0
34,M,,7,94.08480363650256,occasionnel,0
66,M,2694.7561811274977,4,6.0012750642820265,fidèle,1
37,F,5942.73274981605,0,30.636056102245533,occasionnel,0
65,F,2141.606224106148,9,27.481163273421835,fidèle,1
42,F,2377.7488098770336,1,0.3668374812575001,occasionnel,0
39,M,2281.6104521138213,6,26.35434715627312,occasionnel,0
30,M,2939.2671370620305,4,20.722345877386296,fidèle,0
36,M,4589.080412029856,5,49.86238025745812,occasionnel,0
66,M,1717.5416274800443,6,125.36793447876943,premium,0
53,M,1143.1076969814892,8,4.036327425212456,premium,0
29,F,4843.747732318475,4,17.852312494375596,occasionnel,0
58,F,4609.118748373283,5,26.41965415527877,occasionnel,0
36,M,6573.636141193019,10,27.328935841337753,occasionnel,0
29,M,1503.3114524673854,5,67.08642970600718,occasionnel,0
26,M,2081.3067249466253,7,26.36552893770699,fidèle,0
24,M,4969.018806441046,6,1.2391644592525752,fidèle,1
45,F,1701.0759230585184,4,55.7205015289634,occasionnel,0
31,M,3956.697246032509,3,97.26045004397562,occasionnel,1
48,M,2148.9405229335443,5,32.46077743142444,occasionnel,0
69,M,3181.5046416128653,4,39.15645274232104,occasionnel,0
36,M,871.0482715998725,4,8.003487252186327,fidèle,0
64,F,2668.6643384160225,5,11.218042646768309,fidèle,0
33,M,5638.090982307989,2,12.064590212560143,occasionnel,1
70,M,4327.842466863463,7,25.35396643945914,occasionnel,0
22,F,1075.8828898576594,3,118.48986691410379,premium,1
52,F,7639.983199826711,5,33.19624660484816,occasionnel,0
29,F,5406.958999088921,6,9.59913341033527,premium,0
42,M,911.3486255153281,8,13.921460490089098,occasionnel,0
69,M,1609.178135841042,5,21.803972159431897,premium,1
38,F,961.3864959353026,3,43.92887695926526,fidèle,0
53,F,3246.63775802492,3,26.09449644592369,occasionnel,0
70,F,1550.1854840065241,5,22.424054238468784,fidèle,1
40,F,324.3810078563171,7,37.43034908912288,fidèle,0
33,F,2369.4321443685544,5,12.458440452285554,occasionnel,0
74,F,4712.711764096458,5,3.698560075651641,occasionnel,0
56,M,2710.43416523669,10,1.1122778514386278,fidèle,0
62,M,3707.036208847791,2,13.021306559135656,fidèle,0
70,M,,6,4.322776485760981,fidèle,0
59,F,4203.649859609991,7,18.44938219323127,fidèle,0
56,F,3101.8273844508603,4,66.71306387722653,fidèle,0
31,F,2269.8244012537994,11,56.69180789321004,fidèle,1
48,F,2685.2090568908666,5,42.47954518498954,fidèle,0
22,F,6736.261080490663,4,86.1267940480721,occasionnel,0
52,F,3856.664308197855,1,14.912095453722795,premium,0
40,M,1072.5726846553553,11,97.34808048950003,occasionnel,0
46,M,2653.0620104704353,3,22.930126943027123,occasionnel,0
60,F,3204.5727327024424,2,23.05420186512307,fidèle,1
28,M,,7,23.390324792300234,occasionnel,0
35,F,326.5933477993393,5,4.646042247820143,occasionnel,0
64,M,1176.5945041398554,1,166.89124860269527,occasionnel,0
29,F,,6,6.708964073166725,fidèle,0
26,F,8226.637088850095,4,18.758625841381505,premium,0
27,M,3564.261800388476,9,17.30853311007049,fidèle,0
61,M,541.3182066605922,4,3.4926769075671595,fidèle,0
34,F,2323.0228388854034,9,7.433165135576341,occasionnel,0
55,F,6046.547056462402,5,2.0653024693349127,occasionnel,1
24,M,1531.6052799346387,2,15.564720021361417,occasionnel,1
63,M,5098.1077421937725,8,90.66734790428386,occasionnel,0
30,F,561.0760334309205,2,18.6601796132231,occasionnel,0
57,M,48.522113080979665,7,5.94168570143439,occasionnel,0
59,F,5619.020968833328,9,46.6917282439839,occasionnel,1
26,F,1706.075472960219,3,255.79116606555667,fidèle,0
67,F,1820.5832031483535,3,11.897425605877412,premium,0
44,F,2887.1820504365514,6,14.755878833921411,premium,0
19,M,3474.7080493392873,7,160.65464787921252,fidèle,1
22,M,114.24278692031614,2,8.86318735002831,occasionnel,0
46,M,1429.679299456349,9,32.212379300392456,fidèle,0
54,M,2615.9708541671425,5,12.329065381851473,occasionnel,0
55,M,,5,121.20461907617437,fidèle,0
36,M,1060.7043829656916,3,179.60045020156545,fidèle,0
25,M,2120.8635410628253,6,75.85953849059325,fidèle,0
65,F,1527.513408996954,6,17.01094019205239,premium,0
62,M,2959.814768814044,4,23.24947682922844,fidèle,0
18,M,5483.273166789469,6,12.486386307708964,fidèle,0
39,F,,8,99.63852175048457,occasionnel,1
69,M,673.4502141930687,4,110.69643356231437,premium,0
34,M,1362.460987450805,6,24.42518705661743,occasionnel,0
24,F,7589.419007708673,4,48.08990003964731,premium,0
42,M,1180.832744171854,9,8.14438189905223,occasionnel,0
62,M,819.8675941996818,5,25.68672466139279,occasionnel,0
21,M,1809.3833467109341,7,44.92404644093087,fidèle,0
53,F,2323.4826302977986,2,21.905491651192605,occasionnel,0
23,M,1608.6665583418826,4,19.914452010168716,fidèle,0
48,M,564.5702167781977,4,0.044977121653193126,occasionnel,0
36,F,3175.904949823242,7,73.40125526733053,premium,1
61,M,2962.0859512207976,3,99.05720680465187,fidèle,0
71,F,4095.68904462672,4,156.997510070213,fidèle,1
56,F,2912.6329320444634,3,57.16650867668601,occasionnel,0
44,M,7178.559094459156,3,35.81223933402556,occasionnel,0
27,F,4321.558497143486,2,14.117900174220225,fidèle,0
43,F,3731.163210117799,10,326.865684574173,occasionnel,0
36,M,5619.9178524862455,3,40.09479781800918,occasionnel,0
56,F,2781.775161628501,2,51.43712752053866,fidèle,1
20,F,2157.1043464382014,6,51.61418781389582,occasionnel,0
62,M,3149.642122258025,4,83.96801872791711,occasionnel,0
30,M,305.48010194216016,6,0.4373829766781557,occasionnel,0
67,M,2788.4929875046305,2,11.195009987418803,occasionnel,0
45,F,,4,49.28490222000466,premium,0
37,M,3403.7868470608764,9,101.48327382170899,occasionnel,1
45,F,5108.533936044645,10,52.031642268721434,premium,0
25,F,3808.841812347762,5,24.01054932310746,occasionnel,1
58,F,1365.7562873792774,2,20.19242354821346,occasionnel,1
56,F,,3,60.264555895857036,fidèle,0
18,F,7247.7275140811835,7,60.83304247066609,occasionnel,0
20,F,5199.139673093383,6,42.03419587331265,fidèle,1
30,F,738.8943518168735,4,15.505140495165216,premium,0
45,M,3780.3145245751093,2,116.65500948646873,occasionnel,0
74,M,857.6054818803179,7,36.121234325703945,fidèle,1
66,F,,6,70.33477745688172,occasionnel,0
42,F,3331.438978443748,7,10.853583953649299,occasionnel,0
73,M,3019.280391011802,7,18.974550138188352,occasionnel,0
50,F,5130.338393647175,3,93.42374930682355,premium,1
55,M,7271.085416608845,3,2.313268372314778,occasionnel,0
70,M,3576.9623720490767,4,32.31387952132513,premium,0
23,M,,5,29.57452319558725,fidèle,1
61,F,325.8219037355564,2,62.60522685903731,occasionnel,1
62,F,6020.435459582709,4,14.901199607978459,occasionnel,1
49,M,2331.1495934221484,7,11.126956147296486,fidèle,1
62,M,2427.94825335051,5,117.24691128710957,fidèle,1
64,M,2580.8836838369066,6,38.157926855564114,occasionnel,0
38,M,3459.7366636028178,4,4.976314639492321,premium,1
33,M,3533.5297851273717,9,9.65143900758222,occasionnel,0
71,F,2016.70611852867,2,303.63251635929333,premium,0
38,M,2312.972678448013,6,9.795141222772322,fidèle,0
28,F,1504.912321711419,4,42.42728446387813,fidèle,0
54,M,1364.8075017826134,3,24.52266115568123,fidèle,1
53,F,1358.9331049171203,6,97.56208295621782,fidèle,0
52,F,,7,63.323344670690055,fidèle,0
36,F,1134.6220856212847,8,40.89141537742077,fidèle,1
37,F,38.790727688178265,9,0.48586773797158184,occasionnel,1
74,F,1842.1398983018034,5,95.33512739579382,fidèle,0
35,F,787.8076896217138,4,26.468468685604442,occasionnel,0
64,M,,3,120.69251088556847,occasionnel,0
58,F,1499.8337208475446,7,30.791914736368852,occasionnel,1
66,M,3490.8567761529757,4,53.32068319699125,occasionnel,1
31,F,864.6671655787238,8,3.23146754851376,occasionnel,0
32,F,410.6956021774026,8,61.51889837036304,premium,1
48,M,2317.518314558034,1,18.561767762970156,occasionnel,0
18,F,1777.9004770182748,5,19.47941532574008,fidèle,0
70,M,718.4721413049928,4,5.6838189455996035,occasionnel,0
71,M,4323.992323488496,3,7.147272427060734,occasionnel,0
71,M,1018.1145654998245,2,9.247453066449374,occasionnel,0
20,M,,8,17.901170280029003,occasionnel,1
33,F,4904.225686084415,8,100.14054773600552,fidèle,0
40,F,3637.3451301042596,3,20.667498254412827,fidèle,0
74,M,,4,57.990124428185624,occasionnel,0
28,F,1912.5825725461202,12,3.8867622503828363,occasionnel,0
29,F,824.8144082726741,3,40.242677180966375,premium,1
27,M,4660.702646971435,3,29.59065362351722,occasionnel,1
49,F,4658.521141942192,4,171.6661416668017,occasionnel,0
33,M,7980.363248357617,3,84.24687341501144,fidèle,0
25,M,10032.520723458141,4,27.299573502250738,occasionnel,0
55,F,1484.5432411621962,6,67.15303132637536,premium,1
29,F,4149.719335630114,4,9.651582829096355,fidèle,1
41,F,339.0416849705788,3,37.183704044711895,occasionnel,0
45,M,2876.009120944399,8,3.489740749419583,occasionnel,0
70,M,3417.685954078555,2,19.25312755107989,fidèle,0
25,F,1072.1344122067508,3,11.520241259558366,occasionnel,0
45,F,1404.8133469867669,7,57.108587365622846,premium,0
53,F,4680.3860420674655,3,30.308507774423106,fidèle,1
43,F,3479.549733970864,7,62.576346157439765,occasionnel,0
25,M,7317.811238609299,5,32.58970755332864,fidèle,0
67,F,6761.959058627969,2,4.070469252438584,occasionnel,0
45,M,468.51566068339775,9,59.82361981868592,occasionnel,0
45,M,1615.7260602828194,4,80.60108616096707,fidèle,1
54,F,967.9727059153499,3,105.23411584157296,fidèle,0
58,F,4272.48685267384,1,38.187596889025755,fidèle,0
53,F,3090.721956416401,2,63.03328332494144,occasionnel,0
44,M,1033.4518586732984,6,62.75273969485488,fidèle,0
71,F,,10,7.618785084106595,occasionnel,1
34,F,,6,8.072580643251433,fidèle,0
26,M,,6,3.3085486443627405,fidèle,0
50,F,271.223664968177,2,17.34909667785423,fidèle,1
70,M,946.8221093574543,4,28.868411634313752,premium,1
37,F,8328.726876287996,5,277.41581813951234,premium,1
30,M,5002.379877377389,8,25.373841471622843,premium,0
45,F,,5,58.298081592250895,premium,0
65,F,2875.0204686075745,3,53.19907260955126,fidèle,1
46,M,4791.613798178545,1,10.29427837401192,premium,1
30,M,460.96178441855557,7,2.7129837022986054,premium,0
63,F,5161.740986936071,7,35.53528285218251,fidèle,0
52,M,3455.6621289701616,4,54.22463840437091,occasionnel,1
23,M,1332.0494302957475,4,285.7123340192656,occasionnel,0
35,M,3859.5844437520263,4,19.985365051514076,fidèle,0
68,M,3122.9712514628563,9,102.00941742569938,occasionnel,0
22,F,3281.602894715011,1,21.652088975398065,fidèle,0
64,F,2797.878923971679,3,52.617917931679145,occasionnel,0
42,M,1152.5263876625104,4,41.0369655946877,occasionnel,0
19,M,1358.8726150636396,3,2.449520662091709,fidèle,0
27,M,2066.6684632024426,3,3.673414421028151,premium,0
73,M,2590.14625279833,8,0.9442212669452963,occasionnel,0
47,F,4022.642896761606,11,20.851212626300335,premium,1
67,F,8458.107407311705,4,61.63371206940211,fidèle,1
62,M,2975.5102305218056,2,8.534468366521685,occasionnel,0
22,M,3972.523501882183,3,41.89640681730089,occasionnel,0
72,M,4624.744784372758,4,15.337829534914782,occasionnel,1
73,F,4172.628871033664,2,71.75308344848956,occasionnel,0
50,M,1112.3180330593327,7,72.06527883598487,occasionnel,0
71,F,6150.579746011123,2,67.20744890782895,occasionnel,1
18,M,5519.720138166968,11,33.484051759367354,occasionnel,1
35,F,2769.186054299137,5,15.06901139746175,fidèle,0
49,M,1175.0508435314453,5,74.60142275816534,fidèle,0
64,F,2558.6078197590164,4,9.26633074847613,fidèle,0
66,M,531.4706018349681,4,15.3968299903331,occasionnel,0
28,M,6687.728081554721,4,9.147457821777753,fidèle,0
38,M,1470.7788332556759,3,50.46762461698143,premium,0
43,F,1982.669928907649,5,52.16014159316479,fidèle,1
42,M,6375.9241043481225,9,47.56587167752337,premium,1
39,F,5877.759838174456,5,24.172744911484887,fidèle,1
44,F,3213.371641997808,2,4.749774377095173,fidèle,0
66,M,7354.203827946717,6,108.9461776908033,fidèle,1
30,M,1079.6509160860264,7,31.892845087290464,occasionnel,0
50,M,3214.5837207811555,5,23.513129650449528,occasionnel,0
51,F,1088.0605925308103,7,39.99312471279922,occasionnel,0
58,M,5295.040874362068,7,9.637738264085106,occasionnel,0
52,F,5170.042490419318,8,6.3988199215994985,occasionnel,0
18,F,7696.500479319763,7,23.403464478322658,premium,1
38,M,2499.392624793143,3,11.599279853488307,occasionnel,1
65,M,9106.047724695458,4,12.604408381246387,premium,1
72,M,1004.8282533539831,4,100.36670850813466,fidèle,1
23,M,2397.0598347188675,3,34.04876223790098,occasionnel,0
45,M,1039.4487170888306,7,29.727904382638418,occasionnel,0
34,M,2899.3653838884943,7,52.62775465892702,occasionnel,0
22,F,1126.1505069134068,3,136.2232803601179,premium,0
48,F,5304.806816899147,7,5.3553226334457875,fidèle,0
22,F,3537.6674091161317,8,80.6835420621649,occasionnel,1
55,M,925.3832211241414,3,39.470225635589195,premium,1
20,F,4489.924666143066,4,7.110797700211049,fidèle,0
70,F,7015.430825199248,7,15.86748653325226,occasionnel,0
40,F,3784.604447738824,1,29.63150979399287,fidèle,0
54,F,678.1860472330407,4,52.87443524533099,fidèle,0
70,F,2222.4758361983263,2,12.504286263837871,occasionnel,1
54,M,4131.737916756136,2,34.445578295272774,fidèle,1
27,M,2058.881777153117,5,51.93633287182001,occasionnel,0
27,F,992.6334962760726,6,26.799753323426117,occasionnel,0
36,F,5718.415648849768,5,89.45837407522986,occasionnel,0
34,F,1988.7390675206987,4,91.6230920903585,premium,0
38,M,7018.294090635405,5,28.628248853323193,fidèle,1
31,M,1623.0497888334658,7,162.41268262478263,occasionnel,0
26,F,1896.2388645034941,4,3.536742326980397,occasionnel,1
63,M,1517.384650385438,2,0.1515619719086174,occasionnel,0
18,M,2192.777497134569,9,21.56014021862333,fidèle,0
68,F,3496.3365809998763,4,41.35667189716839,occasionnel,0
62,M,1042.2369452561225,3,44.64417914604227,fidèle,0
30,M,865.6505767484269,4,29.120156929990557,premium,1
21,F,449.30206444983463,4,6.00291203486754,fidèle,1
18,M,386.74394269091215,6,8.411813179138145,occasionnel,1
66,M,686.6415937247178,4,86.01945283504567,occasionnel,0
57,F,1613.654718282928,6,91.09261523356085,occasionnel,0
49,M,2860.2508263769455,9,50.42460206171127,fidèle,1
51,M,3358.485617610543,3,49.10818754492274,fidèle,0
45,F,2762.492570183395,3,40.97307494355603,fidèle,0
48,F,6493.748349390151,8,10.206342581597598,occasionnel,0
25,F,7886.592706569821,6,25.157460188065336,premium,1
56,M,1996.3537704179632,1,53.56714933658593,occasionnel,0
43,F,1058.7317411502715,7,34.67579567968333,occasionnel,0
51,M,9473.074459009782,5,0.8439802588373934,fidèle,1
71,F,5586.808453271364,7,138.12864133976757,occasionnel,1
71,M,5311.27861784613,5,83.84148486467866,fidèle,0
20,F,1559.2205150074776,2,13.58288413609862,fidèle,0
67,F,4567.287595774683,6,43.123886316466745,fidèle,0
29,F,2779.073922647998,7,115.51786106943473,occasionnel,0
18,F,2359.470739000553,5,4.542214509261265,occasionnel,1
71,M,2356.318186858468,6,31.46510574644635,occasionnel,1
61,F,3612.4411571199585,5,27.416379178426173,occasionnel,1
22,F,6634.481475132423,6,23.75911210703086,premium,0
47,M,9982.712837867004,3,81.24225794045782,fidèle,0
47,F,1795.8104388104719,4,21.558533241357555,occasionnel,0
74,M,2897.9767551680015,5,2.9601081210589473,premium,0
34,F,2313.4307183184246,8,3.064730951189991,fidèle,1
